1, 1, [One, afternoon, ,, a, fox, which, was, out, for, a, walk, in, the, jungle, came, across, a, bunch, of, grapes, hanging, .], [one, afternoon, ,, a, fox, which, be, out, for, a, walk, in, the, jungle, come, across, a, bunch, of, grape, hang, .], [CD, NN, ,, DT, NN, WDT, VBD, RB, IN, DT, NN, IN, DT, NN, VBD, IN, DT, NN, IN, NNS, VBG, .], [NUMBER, TIME, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O], [came nsubj>[afternoon nummod>One punct>, appos>[fox det>a ref>which acl:relcl>[walk nsubj>fox cop>was advmod>out case>for det>a obl:in>[jungle case>in det>the]]]] obl>[grapes det:qmod>[a fixed>[bunch case>across] fixed>of] acl>hanging] punct>.]
1, 2, [Its, mouth, watered, at, the, very, sight, of, the, grapes, .], [its, mouth, water, at, the, very, sight, of, the, grape, .], [PRP$, NN, VBN, IN, DT, RB, NN, IN, DT, NNS, .], [O, O, O, O, O, O, O, O, O, O, O], [watered nsubj>[mouth nmod:poss>Its] obl:at>[sight case>at det>the advmod>very nmod:of>[grapes case>of det>the]] punct>.]
1, 3, [The, fox, thought, to, himself, that, if, it, could, get, the, bunch, of, grapes, ,, it, would, be, just, the, thing, to, quench, its, thirst, in, the, sweltering, heat, of, the, afternoon, .], [the, fox, think, to, himself, that, if, it, could, get, the, bunch, of, grape, ,, it, would, be, just, the, thing, to, quench, its, thirst, in, the, sweltering, heat, of, the, afternoon, .], [DT, NN, VBD, IN, PRP, IN, IN, PRP, MD, VB, DT, NN, IN, NNS, ,, PRP, MD, VB, RB, DT, NN, IN, VB, PRP$, NN, IN, DT, JJ, NN, IN, DT, NN, .], [O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, TIME, O], [thought nsubj>[fox det>The] obl:to>[himself case>to] ccomp>[thing mark>that advcl:if>[get mark>if nsubj>it aux>could obj>[bunch det>the nmod:of>[grapes case>of]]] punct>, nsubj>it aux>would cop>be advmod>just det>the acl>[quench dep>to obj>[thirst nmod:poss>its nmod:in>[heat case>in det>the amod>sweltering nmod:of>[afternoon case>of det>the]]]]] punct>.]
2, 4, [It, jumped, high, to, reach, the, bunch, of, grapes, but, failed, .], [it, jump, high, to, reach, the, bunch, of, grape, but, fail, .], [PRP, VBD, JJ, TO, VB, DT, NN, IN, NNS, CC, VBD, .], [O, O, O, O, O, O, O, O, O, O, O, O], [jumped nsubj>It obj>high xcomp>[reach nsubj:xsubj>high mark>to obj>[bunch det>the nmod:of>[grapes case>of]]] conj:but>[failed nsubj>It cc>but] punct>.]
2, 5, [It, tried, again, and, again, ,, but, the, fox, missed, it, each, time, .], [it, try, again, and, again, ,, but, the, fox, miss, it, each, time, .], [PRP, VBD, RB, CC, RB, ,, CC, DT, NN, VBD, PRP, DT, NN, .], [O, O, O, O, O, O, O, O, O, O, O, O, O, O], [tried nsubj>It advmod>again conj:and>[again cc>and] punct>, conj:but>[missed cc>but nsubj>[fox det>the] obj>it obl:tmod>[time det>each]] punct>.]
2, 6, [After, several, failed, attempts, ,, the, fox, gave, up, and, walked, away, saying, that, the, grapes, were, too, sour, .], [after, several, fail, attempt, ,, the, fox, give, up, and, walk, away, say, that, the, grape, be, too, sour, .], [IN, JJ, VBN, NNS, ,, DT, NN, VBD, RP, CC, VBD, RB, VBG, IN, DT, NNS, VBD, RB, JJ, .], [O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O], [gave obl:after>[attempts case>After amod>several amod>failed] punct>, nsubj>[fox det>the] compound:prt>up conj:and>[walked nsubj>fox cc>and advmod>away dep>[saying ccomp>[sour mark>that nsubj>[grapes det>the] cop>were advmod>too]]] punct>.]
